source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_74,biographies,8,28,short_0_100,True,model.layers.20,1107,0.8863637445971972,-17.44355371594429,0.44897480381566934,0.143884988864401,-1.9798496794725757,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_75,biographies,7,38,short_0_100,True,model.layers.20,1107,0.8872883168926201,-17.15886425971985,0.6358096990986946,0.09298549806981043,-2.1420189471439874,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_76,biographies,8,34,short_0_100,True,model.layers.20,1107,1.096765681758355,-16.63054858148098,0.5532996033515242,0.14525358706119604,-2.12683753293689,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_77,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6821100604798125,-13.01414155960083,0.6328377614029189,0.15115554936774697,-2.2015467462759246,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_78,biographies,7,6,short_0_100,True,model.layers.20,1107,1.508477797744983,-13.998061180114746,0.5948330515099957,0.0811779292299819,-2.0117848603925483,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_79,biographies,7,39,short_0_100,True,model.layers.20,1107,0.7663842618517291,-16.853054225444794,0.42630449379587587,0.018029186996668656,-2.0649417616078773,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_80,biographies,9,37,short_0_100,True,model.layers.20,1107,0.8558235564864354,-16.52852262556553,0.32277920010687294,0.11519669451358411,-1.9514018004953844,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_81,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6541604501557958,-13.161972522735596,0.6683197839518458,0.24271159893585523,-2.410144457315158,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_82,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6126457067619446,-13.362645626068115,0.474579378386084,0.06771125524611162,-2.136693678314785,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_83,biographies,7,6,short_0_100,True,model.layers.20,1107,0.8081162705675684,-15.461525310169566,0.30838270177528126,0.1800968962062861,-1.9805487847975307,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_84,biographies,7,1,short_0_100,True,model.layers.20,1107,1.712065142488688,-13.43081521987915,0.5987434020198377,0.08239888568281588,-2.189832570025697,,,,
